YEAR,REGION,AGE_GROUP,GENDER,NB_ETUDIANTS,POPULATION_INSEE
2022,Auvergne-Rhône-Alpes,20-24 ans,F,,228531
2022,Auvergne-Rhône-Alpes,20-24 ans,M,1,239255
2022,Auvergne-Rhône-Alpes,25-29 ans,F,4,227869
2022,Auvergne-Rhône-Alpes,25-29 ans,M,8,229782
2022,Auvergne-Rhône-Alpes,25-29 ans,Non renseigné,11,
2022,Auvergne-Rhône-Alpes,30-34 ans,F,9,252973
2022,Auvergne-Rhône-Alpes,30-34 ans,M,15,247295
2022,Auvergne-Rhône-Alpes,30-34 ans,Non renseigné,23,
2022,Auvergne-Rhône-Alpes,35-39 ans,F,6,265304
2022,Auvergne-Rhône-Alpes,35-39 ans,M,16,254980
2022,Auvergne-Rhône-Alpes,35-39 ans,Non renseigné,12,
2022,Auvergne-Rhône-Alpes,40-44 ans,F,5,263561
2022,Auvergne-Rhône-Alpes,40-44 ans,M,7,255076
2022,Auvergne-Rhône-Alpes,40-44 ans,Non renseigné,14,
2022,Auvergne-Rhône-Alpes,45-49 ans,F,3,261130
2022,Auvergne-Rhône-Alpes,45-49 ans,M,10,261532
2022,Auvergne-Rhône-Alpes,45-49 ans,Non renseigné,6,
2022,Auvergne-Rhône-Alpes,50-54 ans,F,2,271085
2022,Auvergne-Rhône-Alpes,50-54 ans,M,3,267934
2022,Auvergne-Rhône-Alpes,50-54 ans,Non renseigné,6,
2022,Auvergne-Rhône-Alpes,55-59 ans,F,1,266994
2022,Auvergne-Rhône-Alpes,55-59 ans,M,4,260661
2022,Auvergne-Rhône-Alpes,55-59 ans,Non renseigné,1,
2022,Auvergne-Rhône-Alpes,60 ans ou plus,F,1,1201312
2022,Auvergne-Rhône-Alpes,60 ans ou plus,M,2,963910
2022,Auvergne-Rhône-Alpes,60 ans ou plus,Non renseigné,1,
2022,Bourgogne-Franche-Comté,20-24 ans,F,,69439
2022,Bourgogne-Franche-Comté,20-24 ans,M,,77847
2022,Bourgogne-Franche-Comté,25-29 ans,F,2,68487
2022,Bourgogne-Franche-Comté,25-29 ans,M,4,71275
2022,Bourgogne-Franche-Comté,30-34 ans,F,1,76666
2022,Bourgogne-Franche-Comté,30-34 ans,M,6,76158
2022,Bourgogne-Franche-Comté,30-34 ans,Non renseigné,4,
2022,Bourgogne-Franche-Comté,35-39 ans,F,1,81864
2022,Bourgogne-Franche-Comté,35-39 ans,M,,80583
2022,Bourgogne-Franche-Comté,35-39 ans,Non renseigné,3,
2022,Bourgogne-Franche-Comté,40-44 ans,F,1,83548
2022,Bourgogne-Franche-Comté,40-44 ans,M,,82106
2022,Bourgogne-Franche-Comté,45-49 ans,F,,87123
2022,Bourgogne-Franche-Comté,45-49 ans,M,2,86369
2022,Bourgogne-Franche-Comté,50-54 ans,F,,94518
2022,Bourgogne-Franche-Comté,50-54 ans,M,3,93561
2022,Bourgogne-Franche-Comté,55-59 ans,F,,95896
2022,Bourgogne-Franche-Comté,55-59 ans,M,,93211
2022,Bourgogne-Franche-Comté,60 ans ou plus,F,,474884
2022,Bourgogne-Franche-Comté,60 ans ou plus,M,,384913
2022,Bretagne,20-24 ans,F,,88059
2022,Bretagne,20-24 ans,M,1,97043
2022,Bretagne,25-29 ans,F,1,83474
2022,Bretagne,25-29 ans,M,2,86968
2022,Bretagne,25-29 ans,Non renseigné,3,
2022,Bretagne,30-34 ans,F,4,92960
2022,Bretagne,30-34 ans,M,5,93119
2022,Bretagne,30-34 ans,Non renseigné,5,
2022,Bretagne,35-39 ans,F,1,100341
2022,Bretagne,35-39 ans,M,3,98865
2022,Bretagne,35-39 ans,Non renseigné,3,
2022,Bretagne,40-44 ans,F,,104997
2022,Bretagne,40-44 ans,M,4,103643
2022,Bretagne,40-44 ans,Non renseigné,3,
2022,Bretagne,45-49 ans,F,1,108917
2022,Bretagne,45-49 ans,M,4,110035
2022,Bretagne,45-49 ans,Non renseigné,3,
2022,Bretagne,50-54 ans,F,,114041
2022,Bretagne,50-54 ans,M,,113178
2022,Bretagne,50-54 ans,Non renseigné,1,
2022,Bretagne,55-59 ans,F,,114499
2022,Bretagne,55-59 ans,M,,111645
2022,Bretagne,60 ans ou plus,F,,572569
2022,Bretagne,60 ans ou plus,M,1,453105
2022,Bretagne,60 ans ou plus,Non renseigné,1,
2022,Centre-Val-de-Loire,20-24 ans,F,,63649
2022,Centre-Val-de-Loire,20-24 ans,M,2,68680
2022,Centre-Val-de-Loire,25-29 ans,F,,62933
2022,Centre-Val-de-Loire,25-29 ans,M,1,63579
2022,Centre-Val-de-Loire,25-29 ans,Non renseigné,2,
2022,Centre-Val-de-Loire,30-34 ans,F,4,72900
2022,Centre-Val-de-Loire,30-34 ans,M,3,70117
2022,Centre-Val-de-Loire,30-34 ans,Non renseigné,5,
2022,Centre-Val-de-Loire,35-39 ans,F,,76920
2022,Centre-Val-de-Loire,35-39 ans,M,7,73397
2022,Centre-Val-de-Loire,35-39 ans,Non renseigné,5,
2022,Centre-Val-de-Loire,40-44 ans,F,,77852
2022,Centre-Val-de-Loire,40-44 ans,M,5,75290
2022,Centre-Val-de-Loire,45-49 ans,F,,82218
2022,Centre-Val-de-Loire,45-49 ans,M,1,80214
2022,Centre-Val-de-Loire,50-54 ans,F,,88106
2022,Centre-Val-de-Loire,50-54 ans,M,,85959
2022,Centre-Val-de-Loire,55-59 ans,F,,87537
2022,Centre-Val-de-Loire,55-59 ans,M,,84364
2022,Centre-Val-de-Loire,60 ans ou plus,F,,426427
2022,Centre-Val-de-Loire,60 ans ou plus,M,,344445
2022,Centre-Val-de-Loire,60 ans ou plus,Non renseigné,1,
2022,Corse,20-24 ans,F,,7707
2022,Corse,20-24 ans,M,,8131
2022,Corse,25-29 ans,F,,9075
2022,Corse,25-29 ans,M,,8350
2022,Corse,30-34 ans,F,,10719
2022,Corse,30-34 ans,M,,10433
2022,Corse,35-39 ans,F,,11588
2022,Corse,35-39 ans,M,,10373
2022,Corse,40-44 ans,F,,11895
2022,Corse,40-44 ans,M,,11411
2022,Corse,45-49 ans,F,,12028
2022,Corse,45-49 ans,M,,11263
2022,Corse,50-54 ans,F,,12260
2022,Corse,50-54 ans,M,,12318
2022,Corse,55-59 ans,F,,12194
2022,Corse,55-59 ans,M,,11579
2022,Corse,60 ans ou plus,F,,59061
2022,Corse,60 ans ou plus,M,,50349
2022,DROM,20-24 ans,F,,64510
2022,DROM,20-24 ans,M,,61007
2022,DROM,25-29 ans,F,,65404
2022,DROM,25-29 ans,M,,52227
2022,DROM,30-34 ans,F,,73032
2022,DROM,30-34 ans,M,3,56809
2022,DROM,30-34 ans,Non renseigné,1,
2022,DROM,35-39 ans,F,,74491
2022,DROM,35-39 ans,M,1,58086
2022,DROM,40-44 ans,F,2,72658
2022,DROM,40-44 ans,M,1,58307
2022,DROM,40-44 ans,Non renseigné,1,
2022,DROM,45-49 ans,F,1,73821
2022,DROM,45-49 ans,M,2,63017
2022,DROM,50-54 ans,F,,77630
2022,DROM,50-54 ans,M,2,68280
2022,DROM,55-59 ans,F,,77813
2022,DROM,55-59 ans,M,,70332
2022,DROM,60 ans ou plus,F,,242969
2022,DROM,60 ans ou plus,M,,201324
2022,Grand Est,20-24 ans,F,,153260
2022,Grand Est,20-24 ans,M,2,165884
2022,Grand Est,25-29 ans,F,2,151462
2022,Grand Est,25-29 ans,M,6,156316
2022,Grand Est,25-29 ans,Non renseigné,7,
2022,Grand Est,30-34 ans,F,4,168006
2022,Grand Est,30-34 ans,M,10,166340
2022,Grand Est,30-34 ans,Non renseigné,11,
2022,Grand Est,35-39 ans,F,3,175546
2022,Grand Est,35-39 ans,M,10,170597
2022,Grand Est,35-39 ans,Non renseigné,9,
2022,Grand Est,40-44 ans,F,2,173190
2022,Grand Est,40-44 ans,M,8,170271
2022,Grand Est,40-44 ans,Non renseigné,6,
2022,Grand Est,45-49 ans,F,1,175778
2022,Grand Est,45-49 ans,M,2,174486
2022,Grand Est,45-49 ans,Non renseigné,2,
2022,Grand Est,50-54 ans,F,,187809
2022,Grand Est,50-54 ans,M,1,185608
2022,Grand Est,50-54 ans,Non renseigné,2,
2022,Grand Est,55-59 ans,F,1,193756
2022,Grand Est,55-59 ans,M,3,187667
2022,Grand Est,55-59 ans,Non renseigné,2,
2022,Grand Est,60 ans ou plus,F,,856514
2022,Grand Est,60 ans ou plus,M,1,691444
2022,Hauts-de-France,20-24 ans,F,,180743
2022,Hauts-de-France,20-24 ans,M,1,186248
2022,Hauts-de-France,20-24 ans,Non renseigné,1,
2022,Hauts-de-France,25-29 ans,F,1,167340
2022,Hauts-de-France,25-29 ans,M,2,167168
2022,Hauts-de-France,25-29 ans,Non renseigné,8,
2022,Hauts-de-France,30-34 ans,F,7,184679
2022,Hauts-de-France,30-34 ans,M,17,179837
2022,Hauts-de-France,30-34 ans,Non renseigné,10,
2022,Hauts-de-France,35-39 ans,F,12,194611
2022,Hauts-de-France,35-39 ans,M,5,188234
2022,Hauts-de-France,35-39 ans,Non renseigné,5,
2022,Hauts-de-France,40-44 ans,F,4,190967
2022,Hauts-de-France,40-44 ans,M,7,186844
2022,Hauts-de-France,40-44 ans,Non renseigné,8,
2022,Hauts-de-France,45-49 ans,F,,192319
2022,Hauts-de-France,45-49 ans,M,4,190618
2022,Hauts-de-France,45-49 ans,Non renseigné,4,
2022,Hauts-de-France,50-54 ans,F,2,194384
2022,Hauts-de-France,50-54 ans,M,6,191932
2022,Hauts-de-France,50-54 ans,Non renseigné,4,
2022,Hauts-de-France,55-59 ans,F,,194380
2022,Hauts-de-France,55-59 ans,M,1,186952
2022,Hauts-de-France,55-59 ans,Non renseigné,2,
2022,Hauts-de-France,60 ans ou plus,F,,853289
2022,Hauts-de-France,60 ans ou plus,M,2,658155
2022,Normandie,20-24 ans,F,,88936
2022,Normandie,20-24 ans,M,,94648
2022,Normandie,25-29 ans,F,,85394
2022,Normandie,25-29 ans,M,5,86310
2022,Normandie,25-29 ans,Non renseigné,4,
2022,Normandie,30-34 ans,F,,95173
2022,Normandie,30-34 ans,M,6,93536
2022,Normandie,30-34 ans,Non renseigné,5,
2022,Normandie,35-39 ans,F,1,101931
2022,Normandie,35-39 ans,M,3,98057
2022,Normandie,35-39 ans,Non renseigné,3,
2022,Normandie,40-44 ans,F,,100250
2022,Normandie,40-44 ans,M,3,98210
2022,Normandie,40-44 ans,Non renseigné,1,
2022,Normandie,45-49 ans,F,1,104152
2022,Normandie,45-49 ans,M,1,101654
2022,Normandie,50-54 ans,F,1,110009
2022,Normandie,50-54 ans,M,,107430
2022,Normandie,55-59 ans,F,1,112927
2022,Normandie,55-59 ans,M,,107398
2022,Normandie,60 ans ou plus,F,,545498
2022,Normandie,60 ans ou plus,M,,429398
2022,Nouvelle-Aquitaine,20-24 ans,F,,153766
2022,Nouvelle-Aquitaine,20-24 ans,M,,164944
2022,Nouvelle-Aquitaine,20-24 ans,Non renseigné,1,
2022,Nouvelle-Aquitaine,25-29 ans,F,1,150191
2022,Nouvelle-Aquitaine,25-29 ans,M,9,150388
2022,Nouvelle-Aquitaine,25-29 ans,Non renseigné,10,
2022,Nouvelle-Aquitaine,30-34 ans,F,1,169765
2022,Nouvelle-Aquitaine,30-34 ans,M,16,164607
2022,Nouvelle-Aquitaine,30-34 ans,Non renseigné,8,
2022,Nouvelle-Aquitaine,35-39 ans,F,3,180859
2022,Nouvelle-Aquitaine,35-39 ans,M,11,173221
2022,Nouvelle-Aquitaine,35-39 ans,Non renseigné,5,
2022,Nouvelle-Aquitaine,40-44 ans,F,7,189218
2022,Nouvelle-Aquitaine,40-44 ans,M,7,182141
2022,Nouvelle-Aquitaine,40-44 ans,Non renseigné,7,
2022,Nouvelle-Aquitaine,45-49 ans,F,4,198248
2022,Nouvelle-Aquitaine,45-49 ans,M,5,192658
2022,Nouvelle-Aquitaine,45-49 ans,Non renseigné,6,
2022,Nouvelle-Aquitaine,50-54 ans,F,2,209507
2022,Nouvelle-Aquitaine,50-54 ans,M,3,201275
2022,Nouvelle-Aquitaine,50-54 ans,Non renseigné,5,
2022,Nouvelle-Aquitaine,55-59 ans,F,1,213254
2022,Nouvelle-Aquitaine,55-59 ans,M,1,201205
2022,Nouvelle-Aquitaine,55-59 ans,Non renseigné,1,
2022,Nouvelle-Aquitaine,60 ans ou plus,F,,1071718
2022,Nouvelle-Aquitaine,60 ans ou plus,M,1,855814
2022,Nouvelle-Aquitaine,60 ans ou plus,Non renseigné,2,
2022,Occitanie,20-24 ans,F,,165787
2022,Occitanie,20-24 ans,M,2,173775
2022,Occitanie,25-29 ans,F,1,159618
2022,Occitanie,25-29 ans,M,10,161274
2022,Occitanie,25-29 ans,Non renseigné,5,
2022,Occitanie,30-34 ans,F,5,176199
2022,Occitanie,30-34 ans,M,14,169648
2022,Occitanie,30-34 ans,Non renseigné,17,
2022,Occitanie,35-39 ans,F,3,184360
2022,Occitanie,35-39 ans,M,12,175287
2022,Occitanie,35-39 ans,Non renseigné,9,
2022,Occitanie,40-44 ans,F,5,190696
2022,Occitanie,40-44 ans,M,6,182583
2022,Occitanie,40-44 ans,Non renseigné,7,
2022,Occitanie,45-49 ans,F,1,192843
2022,Occitanie,45-49 ans,M,3,185979
2022,Occitanie,45-49 ans,Non renseigné,4,
2022,Occitanie,50-54 ans,F,1,205697
2022,Occitanie,50-54 ans,M,,197135
2022,Occitanie,50-54 ans,Non renseigné,1,
2022,Occitanie,55-59 ans,F,2,208809
2022,Occitanie,55-59 ans,M,2,196716
2022,Occitanie,55-59 ans,Non renseigné,2,
2022,Occitanie,60 ans ou plus,F,,1002662
2022,Occitanie,60 ans ou plus,M,1,812218
2022,Occitanie,60 ans ou plus,Non renseigné,2,
2022,Pays de la Loire,20-24 ans,F,,104598
2022,Pays de la Loire,20-24 ans,M,,112221
2022,Pays de la Loire,25-29 ans,F,2,100624
2022,Pays de la Loire,25-29 ans,M,4,102069
2022,Pays de la Loire,25-29 ans,Non renseigné,4,
2022,Pays de la Loire,30-34 ans,F,1,111621
2022,Pays de la Loire,30-34 ans,M,7,111092
2022,Pays de la Loire,30-34 ans,Non renseigné,7,
2022,Pays de la Loire,35-39 ans,F,1,119787
2022,Pays de la Loire,35-39 ans,M,7,116874
2022,Pays de la Loire,35-39 ans,Non renseigné,6,
2022,Pays de la Loire,40-44 ans,F,3,122673
2022,Pays de la Loire,40-44 ans,M,,121601
2022,Pays de la Loire,40-44 ans,Non renseigné,5,
2022,Pays de la Loire,45-49 ans,F,2,124709
2022,Pays de la Loire,45-49 ans,M,3,125732
2022,Pays de la Loire,45-49 ans,Non renseigné,3,
2022,Pays de la Loire,50-54 ans,F,1,125881
2022,Pays de la Loire,50-54 ans,M,2,125268
2022,Pays de la Loire,50-54 ans,Non renseigné,4,
2022,Pays de la Loire,55-59 ans,F,2,123747
2022,Pays de la Loire,55-59 ans,M,1,120546
2022,Pays de la Loire,60 ans ou plus,F,,597045
2022,Pays de la Loire,60 ans ou plus,M,,477931
2022,Provence-Alpes-Côte d'Azur,20-24 ans,F,,133517
2022,Provence-Alpes-Côte d'Azur,20-24 ans,M,,139803
2022,Provence-Alpes-Côte d'Azur,25-29 ans,F,4,133189
2022,Provence-Alpes-Côte d'Azur,25-29 ans,M,4,130652
2022,Provence-Alpes-Côte d'Azur,25-29 ans,Non renseigné,8,
2022,Provence-Alpes-Côte d'Azur,30-34 ans,F,2,153231
2022,Provence-Alpes-Côte d'Azur,30-34 ans,M,17,144254
2022,Provence-Alpes-Côte d'Azur,30-34 ans,Non renseigné,11,
2022,Provence-Alpes-Côte d'Azur,35-39 ans,F,1,161490
2022,Provence-Alpes-Côte d'Azur,35-39 ans,M,8,149106
2022,Provence-Alpes-Côte d'Azur,35-39 ans,Non renseigné,6,
2022,Provence-Alpes-Côte d'Azur,40-44 ans,F,4,163862
2022,Provence-Alpes-Côte d'Azur,40-44 ans,M,6,154003
2022,Provence-Alpes-Côte d'Azur,40-44 ans,Non renseigné,8,
2022,Provence-Alpes-Côte d'Azur,45-49 ans,F,1,165283
2022,Provence-Alpes-Côte d'Azur,45-49 ans,M,4,157331
2022,Provence-Alpes-Côte d'Azur,45-49 ans,Non renseigné,4,
2022,Provence-Alpes-Côte d'Azur,50-54 ans,F,1,177411
2022,Provence-Alpes-Côte d'Azur,50-54 ans,M,2,166314
2022,Provence-Alpes-Côte d'Azur,50-54 ans,Non renseigné,2,
2022,Provence-Alpes-Côte d'Azur,55-59 ans,F,1,183572
2022,Provence-Alpes-Côte d'Azur,55-59 ans,M,2,168350
2022,Provence-Alpes-Côte d'Azur,55-59 ans,Non renseigné,1,
2022,Provence-Alpes-Côte d'Azur,60 ans ou plus,F,,877683
2022,Provence-Alpes-Côte d'Azur,60 ans ou plus,M,2,686518
2022,Provence-Alpes-Côte d'Azur,60 ans ou plus,Non renseigné,1,
2022,Île-de-France,20-24 ans,F,5,422554
2022,Île-de-France,20-24 ans,M,1,410020
2022,Île-de-France,20-24 ans,Non renseigné,4,
2022,Île-de-France,25-29 ans,F,12,438011
2022,Île-de-France,25-29 ans,M,41,415647
2022,Île-de-France,25-29 ans,Non renseigné,62,
2022,Île-de-France,30-34 ans,F,37,465599
2022,Île-de-France,30-34 ans,M,69,436749
2022,Île-de-France,30-34 ans,Non renseigné,90,
2022,Île-de-France,35-39 ans,F,31,450961
2022,Île-de-France,35-39 ans,M,55,418794
2022,Île-de-France,35-39 ans,Non renseigné,69,
2022,Île-de-France,40-44 ans,F,34,434771
2022,Île-de-France,40-44 ans,M,47,413734
2022,Île-de-France,40-44 ans,Non renseigné,40,
2022,Île-de-France,45-49 ans,F,16,414197
2022,Île-de-France,45-49 ans,M,22,411669
2022,Île-de-France,45-49 ans,Non renseigné,23,
2022,Île-de-France,50-54 ans,F,4,403221
2022,Île-de-France,50-54 ans,M,21,387897
2022,Île-de-France,50-54 ans,Non renseigné,24,
2022,Île-de-France,55-59 ans,F,6,393487
2022,Île-de-France,55-59 ans,M,15,369531
2022,Île-de-France,55-59 ans,Non renseigné,12,
2022,Île-de-France,60 ans ou plus,F,1,1452302
2022,Île-de-France,60 ans ou plus,M,10,1142183
2022,Île-de-France,60 ans ou plus,Non renseigné,11,
2023,Auvergne-Rhône-Alpes,20-24 ans,F,1,229432
2023,Auvergne-Rhône-Alpes,20-24 ans,M,2,240349
2023,Auvergne-Rhône-Alpes,25-29 ans,F,2,227409
2023,Auvergne-Rhône-Alpes,25-29 ans,M,8,230913
2023,Auvergne-Rhône-Alpes,25-29 ans,Non renseigné,6,
2023,Auvergne-Rhône-Alpes,30-34 ans,F,6,253962
2023,Auvergne-Rhône-Alpes,30-34 ans,M,9,248724
2023,Auvergne-Rhône-Alpes,30-34 ans,Non renseigné,8,
2023,Auvergne-Rhône-Alpes,35-39 ans,F,4,265347
2023,Auvergne-Rhône-Alpes,35-39 ans,M,6,254929
2023,Auvergne-Rhône-Alpes,35-39 ans,Non renseigné,4,
2023,Auvergne-Rhône-Alpes,40-44 ans,F,2,269093
2023,Auvergne-Rhône-Alpes,40-44 ans,M,7,259368
2023,Auvergne-Rhône-Alpes,40-44 ans,Non renseigné,7,
2023,Auvergne-Rhône-Alpes,45-49 ans,F,,255141
2023,Auvergne-Rhône-Alpes,45-49 ans,M,5,254865
2023,Auvergne-Rhône-Alpes,45-49 ans,Non renseigné,2,
2023,Auvergne-Rhône-Alpes,50-54 ans,F,,273766
2023,Auvergne-Rhône-Alpes,50-54 ans,M,1,271042
2023,Auvergne-Rhône-Alpes,50-54 ans,Non renseigné,2,
2023,Auvergne-Rhône-Alpes,55-59 ans,F,,268450
2023,Auvergne-Rhône-Alpes,55-59 ans,M,,262845
2023,Auvergne-Rhône-Alpes,55-59 ans,Non renseigné,1,
2023,Auvergne-Rhône-Alpes,60 ans ou plus,F,,1214097
2023,Auvergne-Rhône-Alpes,60 ans ou plus,M,1,978328
2023,Bourgogne-Franche-Comté,20-24 ans,F,,69402
2023,Bourgogne-Franche-Comté,20-24 ans,M,,78562
2023,Bourgogne-Franche-Comté,20-24 ans,Non renseigné,1,
2023,Bourgogne-Franche-Comté,25-29 ans,F,,68509
2023,Bourgogne-Franche-Comté,25-29 ans,M,4,71416
2023,Bourgogne-Franche-Comté,30-34 ans,F,2,75607
2023,Bourgogne-Franche-Comté,30-34 ans,M,2,76146
2023,Bourgogne-Franche-Comté,30-34 ans,Non renseigné,1,
2023,Bourgogne-Franche-Comté,35-39 ans,F,,81304
2023,Bourgogne-Franche-Comté,35-39 ans,M,2,79638
2023,Bourgogne-Franche-Comté,40-44 ans,F,,84668
2023,Bourgogne-Franche-Comté,40-44 ans,M,1,83444
2023,Bourgogne-Franche-Comté,45-49 ans,F,1,84446
2023,Bourgogne-Franche-Comté,45-49 ans,M,1,83446
2023,Bourgogne-Franche-Comté,50-54 ans,F,,94674
2023,Bourgogne-Franche-Comté,50-54 ans,M,,93596
2023,Bourgogne-Franche-Comté,55-59 ans,F,,95756
2023,Bourgogne-Franche-Comté,55-59 ans,M,2,93807
2023,Bourgogne-Franche-Comté,60 ans ou plus,F,,477652
2023,Bourgogne-Franche-Comté,60 ans ou plus,M,,388112
2023,Bretagne,20-24 ans,F,,88884
2023,Bretagne,20-24 ans,M,,97142
2023,Bretagne,25-29 ans,F,,84382
2023,Bretagne,25-29 ans,M,4,88364
2023,Bretagne,25-29 ans,Non renseigné,6,
2023,Bretagne,30-34 ans,F,2,92742
2023,Bretagne,30-34 ans,M,1,93617
2023,Bretagne,30-34 ans,Non renseigné,4,
2023,Bretagne,35-39 ans,F,1,100308
2023,Bretagne,35-39 ans,M,,98437
2023,Bretagne,35-39 ans,Non renseigné,3,
2023,Bretagne,40-44 ans,F,,106924
2023,Bretagne,40-44 ans,M,1,105237
2023,Bretagne,40-44 ans,Non renseigné,4,
2023,Bretagne,45-49 ans,F,1,106033
2023,Bretagne,45-49 ans,M,1,106882
2023,Bretagne,45-49 ans,Non renseigné,1,
2023,Bretagne,50-54 ans,F,,115952
2023,Bretagne,50-54 ans,M,1,115362
2023,Bretagne,50-54 ans,Non renseigné,2,
2023,Bretagne,55-59 ans,F,,114678
2023,Bretagne,55-59 ans,M,1,111701
2023,Bretagne,60 ans ou plus,F,,579923
2023,Bretagne,60 ans ou plus,M,,461689
2023,Centre-Val-de-Loire,20-24 ans,F,,64035
2023,Centre-Val-de-Loire,20-24 ans,M,2,68938
2023,Centre-Val-de-Loire,25-29 ans,F,1,63428
2023,Centre-Val-de-Loire,25-29 ans,M,5,64319
2023,Centre-Val-de-Loire,25-29 ans,Non renseigné,2,
2023,Centre-Val-de-Loire,30-34 ans,F,2,72125
2023,Centre-Val-de-Loire,30-34 ans,M,2,69682
2023,Centre-Val-de-Loire,30-34 ans,Non renseigné,2,
2023,Centre-Val-de-Loire,35-39 ans,F,1,76632
2023,Centre-Val-de-Loire,35-39 ans,M,1,73080
2023,Centre-Val-de-Loire,40-44 ans,F,,78967
2023,Centre-Val-de-Loire,40-44 ans,M,,76140
2023,Centre-Val-de-Loire,40-44 ans,Non renseigné,1,
2023,Centre-Val-de-Loire,45-49 ans,F,,79068
2023,Centre-Val-de-Loire,45-49 ans,M,2,77595
2023,Centre-Val-de-Loire,45-49 ans,Non renseigné,1,
2023,Centre-Val-de-Loire,50-54 ans,F,,88707
2023,Centre-Val-de-Loire,50-54 ans,M,1,86220
2023,Centre-Val-de-Loire,55-59 ans,F,,87891
2023,Centre-Val-de-Loire,55-59 ans,M,1,84737
2023,Centre-Val-de-Loire,60 ans ou plus,F,,429391
2023,Centre-Val-de-Loire,60 ans ou plus,M,1,347476
2023,Corse,20-24 ans,F,,8048
2023,Corse,20-24 ans,M,,8181
2023,Corse,25-29 ans,F,,8828
2023,Corse,25-29 ans,M,,8330
2023,Corse,30-34 ans,F,,10824
2023,Corse,30-34 ans,M,,10458
2023,Corse,35-39 ans,F,,11488
2023,Corse,35-39 ans,M,,10441
2023,Corse,40-44 ans,F,,12256
2023,Corse,40-44 ans,M,,11541
2023,Corse,45-49 ans,F,,11710
2023,Corse,45-49 ans,M,,11025
2023,Corse,50-54 ans,F,,12544
2023,Corse,50-54 ans,M,,12404
2023,Corse,55-59 ans,F,,12267
2023,Corse,55-59 ans,M,,11883
2023,Corse,60 ans ou plus,F,,59976
2023,Corse,60 ans ou plus,M,,51099
2023,DROM,20-24 ans,F,,65224
2023,DROM,20-24 ans,M,,60563
2023,DROM,20-24 ans,Non renseigné,1,
2023,DROM,25-29 ans,F,,64847
2023,DROM,25-29 ans,M,,51623
2023,DROM,30-34 ans,F,,74264
2023,DROM,30-34 ans,M,,57479
2023,DROM,35-39 ans,F,1,74594
2023,DROM,35-39 ans,M,1,58401
2023,DROM,35-39 ans,Non renseigné,1,
2023,DROM,40-44 ans,F,1,73571
2023,DROM,40-44 ans,M,,58283
2023,DROM,45-49 ans,F,1,72174
2023,DROM,45-49 ans,M,,60939
2023,DROM,50-54 ans,F,,76952
2023,DROM,50-54 ans,M,1,67830
2023,DROM,55-59 ans,F,,78240
2023,DROM,55-59 ans,M,,70914
2023,DROM,60 ans ou plus,F,,251236
2023,DROM,60 ans ou plus,M,,209167
2023,Grand Est,20-24 ans,F,,153559
2023,Grand Est,20-24 ans,M,1,165962
2023,Grand Est,20-24 ans,Non renseigné,1,
2023,Grand Est,25-29 ans,F,4,150914
2023,Grand Est,25-29 ans,M,6,156200
2023,Grand Est,25-29 ans,Non renseigné,4,
2023,Grand Est,30-34 ans,F,1,166240
2023,Grand Est,30-34 ans,M,10,165680
2023,Grand Est,30-34 ans,Non renseigné,4,
2023,Grand Est,35-39 ans,F,2,174501
2023,Grand Est,35-39 ans,M,3,169548
2023,Grand Est,35-39 ans,Non renseigné,2,
2023,Grand Est,40-44 ans,F,,176650
2023,Grand Est,40-44 ans,M,4,172810
2023,Grand Est,40-44 ans,Non renseigné,1,
2023,Grand Est,45-49 ans,F,,170113
2023,Grand Est,45-49 ans,M,,169185
2023,Grand Est,45-49 ans,Non renseigné,2,
2023,Grand Est,50-54 ans,F,,188776
2023,Grand Est,50-54 ans,M,1,186265
2023,Grand Est,50-54 ans,Non renseigné,1,
2023,Grand Est,55-59 ans,F,,192436
2023,Grand Est,55-59 ans,M,1,186427
2023,Grand Est,55-59 ans,Non renseigné,1,
2023,Grand Est,60 ans ou plus,F,,864234
2023,Grand Est,60 ans ou plus,M,,700403
2023,Hauts-de-France,20-24 ans,F,1,181465
2023,Hauts-de-France,20-24 ans,M,2,187492
2023,Hauts-de-France,20-24 ans,Non renseigné,1,
2023,Hauts-de-France,25-29 ans,F,4,167276
2023,Hauts-de-France,25-29 ans,M,6,166604
2023,Hauts-de-France,25-29 ans,Non renseigné,2,
2023,Hauts-de-France,30-34 ans,F,5,181350
2023,Hauts-de-France,30-34 ans,M,9,177744
2023,Hauts-de-France,30-34 ans,Non renseigné,5,
2023,Hauts-de-France,35-39 ans,F,3,193965
2023,Hauts-de-France,35-39 ans,M,5,186747
2023,Hauts-de-France,35-39 ans,Non renseigné,6,
2023,Hauts-de-France,40-44 ans,F,2,194079
2023,Hauts-de-France,40-44 ans,M,4,189538
2023,Hauts-de-France,40-44 ans,Non renseigné,1,
2023,Hauts-de-France,45-49 ans,F,1,187192
2023,Hauts-de-France,45-49 ans,M,2,185847
2023,Hauts-de-France,45-49 ans,Non renseigné,1,
2023,Hauts-de-France,50-54 ans,F,2,196655
2023,Hauts-de-France,50-54 ans,M,2,193496
2023,Hauts-de-France,50-54 ans,Non renseigné,3,
2023,Hauts-de-France,55-59 ans,F,,192990
2023,Hauts-de-France,55-59 ans,M,1,186651
2023,Hauts-de-France,60 ans ou plus,F,,860783
2023,Hauts-de-France,60 ans ou plus,M,1,666952
2023,Normandie,20-24 ans,F,1,89147
2023,Normandie,20-24 ans,M,,95268
