id_prod,date,session_id,client_id,sex,birth,price,categ,age,segment_client
1_596,2021-03-01 16:05:43.652606,s_329,c_6714,f,1968,11.12,1,53,B2B
2_209,2021-03-01 16:10:29.765494,s_337,c_4958,m,1999,69.99,2,22,B2B
0_1020,2021-03-01 17:22:46.373772,s_359,c_6714,f,1968,9.71,0,53,B2B
0_1619,2021-03-01 17:50:33.064159,s_359,c_6714,f,1968,4.99,0,53,B2B
0_1598,2021-03-01 18:19:23.135486,s_359,c_6714,f,1968,10.98,0,53,B2B
0_1154,2021-03-01 18:19:53.644975,s_359,c_6714,f,1968,12.82,0,53,B2B
1_305,2021-03-01 19:00:51.285440,s_396,c_3454,m,1969,29.99,1,52,B2B
1_520,2021-03-01 19:33:36.329471,s_403,c_3454,m,1969,13.35,1,52,B2B
0_1572,2021-03-01 19:41:18.516933,s_406,c_1609,m,1980,8.61,0,41,B2B
1_352,2021-03-01 19:54:10.123042,s_403,c_3454,m,1969,19.57,1,52,B2B
1_641,2021-03-01 19:54:32.348201,s_403,c_3454,m,1969,9.99,1,52,B2B
0_1212,2021-03-01 22:43:45.161186,s_467,c_3454,m,1969,6.31,0,52,B2B
1_639,2021-03-01 22:49:36.827238,s_467,c_3454,m,1969,10.99,1,52,B2B
0_1079,2021-03-01 22:53:25.407499,s_472,c_1609,m,1980,5.99,0,41,B2B
0_1344,2021-03-02 01:28:50.325164,s_514,c_3454,m,1969,19.04,0,52,B2B
1_444,2021-03-02 02:52:24.411309,s_547,c_6714,f,1968,12.61,1,53,B2B
0_2134,2021-03-02 02:53:58.075691,s_548,c_1609,m,1980,5.57,0,41,B2B
0_1999,2021-03-02 03:04:45.220161,s_548,c_1609,m,1980,12.99,0,41,B2B
0_1435,2021-03-02 03:07:26.047034,s_547,c_6714,f,1968,13.99,0,53,B2B
0_2105,2021-03-02 03:09:27.364347,s_548,c_1609,m,1980,5.99,0,41,B2B
1_250,2021-03-02 03:19:44.693609,s_547,c_6714,f,1968,20.76,1,53,B2B
0_1147,2021-03-02 03:34:05.357742,s_547,c_6714,f,1968,6.99,0,53,B2B
0_1023,2021-03-02 03:36:12.025528,s_562,c_3454,m,1969,4.99,0,52,B2B
0_1382,2021-03-02 03:46:33.142689,s_565,c_1609,m,1980,15.62,0,41,B2B
0_1587,2021-03-02 03:51:24.484766,s_565,c_1609,m,1980,14.99,0,41,B2B
0_1580,2021-03-02 03:55:38.027566,s_569,c_1609,m,1980,13.26,0,41,B2B
0_1388,2021-03-02 03:57:01.332659,s_570,c_1609,m,1980,17.15,0,41,B2B
0_1451,2021-03-02 04:02:35.624152,s_569,c_1609,m,1980,19.99,0,41,B2B
0_2190,2021-03-02 04:03:35.433865,s_569,c_1609,m,1980,8.22,0,41,B2B
0_1178,2021-03-02 04:11:49.448201,s_569,c_1609,m,1980,10.13,0,41,B2B
0_1111,2021-03-02 04:25:51.511026,s_565,c_1609,m,1980,19.99,0,41,B2B
1_362,2021-03-02 04:28:23.181859,s_570,c_1609,m,1980,11.25,1,41,B2B
1_599,2021-03-02 08:32:47.426111,s_663,c_1609,m,1980,12.99,1,41,B2B
0_1180,2021-03-02 08:33:49.397947,s_663,c_1609,m,1980,14.25,0,41,B2B
0_608,2021-03-02 08:48:49.688747,s_663,c_1609,m,1980,3.78,0,41,B2B
1_719,2021-03-02 08:58:48.607701,s_669,c_6714,f,1968,41.99,1,53,B2B
0_1403,2021-03-02 09:05:57.116692,s_673,c_3454,m,1969,15.99,0,52,B2B
1_389,2021-03-02 09:07:08.548918,s_669,c_6714,f,1968,24.99,1,53,B2B
0_1634,2021-03-02 09:10:16.085775,s_663,c_1609,m,1980,5.8,0,41,B2B
0_1449,2021-03-02 09:13:59.366698,s_669,c_6714,f,1968,4.99,0,53,B2B
0_1680,2021-03-02 09:18:33.914762,s_669,c_6714,f,1968,18.0,0,53,B2B
0_1268,2021-03-02 09:40:19.542772,s_669,c_6714,f,1968,6.29,0,53,B2B
1_392,2021-03-02 09:44:35.080944,s_683,c_6714,f,1968,18.11,1,53,B2B
0_1627,2021-03-02 10:10:35.592853,s_669,c_6714,f,1968,3.99,0,53,B2B
1_406,2021-03-02 10:16:33.315429,s_669,c_6714,f,1968,24.81,1,53,B2B
1_316,2021-03-02 10:26:50.835638,s_683,c_6714,f,1968,19.74,1,53,B2B
1_378,2021-03-02 10:28:25.983236,s_683,c_6714,f,1968,26.61,1,53,B2B
0_2007,2021-03-02 10:30:15.567612,s_669,c_6714,f,1968,9.99,0,53,B2B
0_1513,2021-03-02 10:31:08.009901,s_683,c_6714,f,1968,8.99,0,53,B2B
0_1104,2021-03-02 10:35:48.918653,s_683,c_6714,f,1968,13.21,0,53,B2B
0_1378,2021-03-02 12:35:59.367839,s_738,c_6714,f,1968,13.96,0,53,B2B
0_1451,2021-03-02 12:39:59.890729,s_738,c_6714,f,1968,19.99,0,53,B2B
0_2229,2021-03-02 12:40:40.996714,s_739,c_1609,m,1980,4.99,0,41,B2B
1_311,2021-03-02 12:48:26.693870,s_738,c_6714,f,1968,16.99,1,53,B2B
0_1487,2021-03-02 13:01:35.466693,s_739,c_1609,m,1980,4.99,0,41,B2B
0_1586,2021-03-02 13:02:15.808644,s_739,c_1609,m,1980,12.71,0,41,B2B
0_1506,2021-03-02 13:07:38.345779,s_738,c_6714,f,1968,10.0,0,53,B2B
0_1112,2021-03-02 13:19:07.687115,s_738,c_6714,f,1968,7.27,0,53,B2B
0_1434,2021-03-02 13:20:24.365803,s_748,c_3454,m,1969,8.58,0,52,B2B
0_275,2021-03-02 13:30:58.580673,s_753,c_6714,f,1968,18.99,0,53,B2B
1_634,2021-03-02 13:47:07.640409,s_753,c_6714,f,1968,21.18,1,53,B2B
0_1641,2021-03-02 14:00:07.512910,s_753,c_6714,f,1968,14.99,0,53,B2B
0_1003,2021-03-02 14:18:29.633238,s_767,c_1609,m,1980,14.99,0,41,B2B
0_1450,2021-03-02 14:19:25.764490,s_753,c_6714,f,1968,7.43,0,53,B2B
0_1050,2021-03-02 14:20:02.524961,s_753,c_6714,f,1968,12.51,0,53,B2B
0_2012,2021-03-02 14:31:12.405830,s_767,c_1609,m,1980,3.69,0,41,B2B
0_1701,2021-03-02 14:45:10.350658,s_767,c_1609,m,1980,5.99,0,41,B2B
0_2013,2021-03-02 14:50:37.389290,s_767,c_1609,m,1980,9.99,0,41,B2B
1_723,2021-03-02 15:44:46.221787,s_789,c_3454,m,1969,10.99,1,52,B2B
1_296,2021-03-02 16:32:38.170014,s_802,c_1609,m,1980,24.67,1,41,B2B
1_456,2021-03-02 18:43:21.191575,s_848,c_3454,m,1969,28.27,1,52,B2B
0_1095,2021-03-02 18:55:04.620140,s_856,c_1609,m,1980,6.99,0,41,B2B
0_1485,2021-03-02 19:04:17.455811,s_856,c_1609,m,1980,18.99,0,41,B2B
0_1457,2021-03-02 19:07:26.198802,s_856,c_1609,m,1980,11.99,0,41,B2B
0_2281,2021-03-02 19:13:30.462524,s_856,c_1609,m,1980,14.99,0,41,B2B
0_1454,2021-03-02 19:42:56.156904,s_856,c_1609,m,1980,7.41,0,41,B2B
0_1520,2021-03-02 19:49:11.708055,s_873,c_6714,f,1968,9.32,0,53,B2B
0_1089,2021-03-02 19:59:04.778714,s_873,c_6714,f,1968,3.99,0,53,B2B
0_464,2021-03-02 20:52:25.968013,s_873,c_6714,f,1968,7.62,0,53,B2B
1_414,2021-03-02 21:14:28.086558,s_897,c_3454,m,1969,23.83,1,52,B2B
0_1450,2021-03-02 21:35:03.629346,s_903,c_1609,m,1980,7.43,0,41,B2B
1_30,2021-03-02 23:47:28.627465,s_952,c_6714,f,1968,20.85,1,53,B2B
1_520,2021-03-02 23:58:10.185078,s_952,c_6714,f,1968,13.35,1,53,B2B
0_1195,2021-03-03 00:03:47.018485,s_956,c_3454,m,1969,6.99,0,52,B2B
1_383,2021-03-03 00:16:57.380488,s_952,c_6714,f,1968,28.99,1,53,B2B
1_448,2021-03-03 00:17:15.204441,s_960,c_3454,m,1969,13.79,1,52,B2B
0_1249,2021-03-03 02:51:47.619607,s_1003,c_1609,m,1980,12.99,0,41,B2B
1_426,2021-03-03 02:55:18.582300,s_1007,c_1609,m,1980,19.44,1,41,B2B
2_37,2021-03-03 02:55:54.945116,s_1008,c_4958,m,1999,48.99,2,22,B2B
0_1469,2021-03-03 03:54:00.059143,s_1028,c_3454,m,1969,14.99,0,52,B2B
0_1381,2021-03-03 04:14:51.806049,s_1031,c_1609,m,1980,5.99,0,41,B2B
0_1206,2021-03-03 05:16:35.267934,s_1053,c_1609,m,1980,4.33,0,41,B2B
0_298,2021-03-03 05:22:11.677796,s_1055,c_1609,m,1980,2.74,0,41,B2B
0_1335,2021-03-03 06:05:28.903040,s_1068,c_6714,f,1968,17.99,0,53,B2B
1_480,2021-03-03 06:51:18.280472,s_1085,c_4958,m,1999,19.08,1,22,B2B
0_1289,2021-03-03 07:03:36.157925,s_1068,c_6714,f,1968,12.99,0,53,B2B
1_451,2021-03-03 07:06:59.833111,s_1068,c_6714,f,1968,20.99,1,53,B2B
1_570,2021-03-03 07:46:48.284434,s_1101,c_1609,m,1980,18.49,1,41,B2B
0_2049,2021-03-03 07:49:49.769114,s_1101,c_1609,m,1980,5.99,0,41,B2B
1_480,2021-03-03 07:58:32.506278,s_1105,c_4958,m,1999,19.08,1,22,B2B
1_367,2021-03-03 07:58:34.566989,s_1106,c_6714,f,1968,13.99,1,53,B2B
0_1375,2021-03-03 07:59:14.434315,s_1107,c_3454,m,1969,7.99,0,52,B2B
0_1532,2021-03-03 08:06:49.683522,s_1106,c_6714,f,1968,17.14,0,53,B2B
0_1608,2021-03-03 08:12:05.448088,s_1109,c_6714,f,1968,12.24,0,53,B2B
0_1455,2021-03-03 08:15:21.460863,s_1101,c_1609,m,1980,8.99,0,41,B2B
0_1140,2021-03-03 08:21:40.378977,s_1106,c_6714,f,1968,3.73,0,53,B2B
0_1425,2021-03-03 08:50:12.922658,s_1106,c_6714,f,1968,12.99,0,53,B2B
2_159,2021-03-03 08:50:14.922658,s_1106,c_6714,f,1968,145.99,2,53,B2B
0_525,2021-03-03 08:50:15.922658,s_1106,c_6714,f,1968,2.99,0,53,B2B
0_1438,2021-03-03 08:53:02.034954,s_1106,c_6714,f,1968,9.31,0,53,B2B
0_1045,2021-03-03 09:46:02.480922,s_1137,c_6714,f,1968,5.99,0,53,B2B
0_683,2021-03-03 10:34:09.842402,s_1137,c_6714,f,1968,11.99,0,53,B2B
1_122,2021-03-03 10:43:16.087740,s_1137,c_6714,f,1968,35.93,1,53,B2B
0_1357,2021-03-03 10:56:46.691503,s_1154,c_1609,m,1980,15.99,0,41,B2B
0_1480,2021-03-03 11:07:13.739748,s_1137,c_6714,f,1968,4.15,0,53,B2B
1_480,2021-03-03 11:30:46.450197,s_1167,c_6714,f,1968,19.08,1,53,B2B
0_1330,2021-03-03 11:36:06.526387,s_1170,c_6714,f,1968,10.44,0,53,B2B
0_1398,2021-03-03 11:45:32.777465,s_1167,c_6714,f,1968,4.52,0,53,B2B
1_288,2021-03-03 11:47:37.136804,s_1167,c_6714,f,1968,22.09,1,53,B2B
1_271,2021-03-03 11:55:28.131176,s_1170,c_6714,f,1968,16.99,1,53,B2B
0_2077,2021-03-03 11:57:18.068278,s_1170,c_6714,f,1968,3.99,0,53,B2B
0_1599,2021-03-03 12:07:24.256667,s_1170,c_6714,f,1968,16.99,0,53,B2B
0_1627,2021-03-03 12:09:21.921529,s_1170,c_6714,f,1968,3.99,0,53,B2B
1_653,2021-03-03 12:09:42.347513,s_1167,c_6714,f,1968,25.99,1,53,B2B
0_1422,2021-03-03 12:27:49.867355,s_1170,c_6714,f,1968,11.41,0,53,B2B
0_1417,2021-03-03 12:30:47.664941,s_1170,c_6714,f,1968,17.99,0,53,B2B
1_498,2021-03-03 12:58:48.251290,s_1191,c_1609,m,1980,23.37,1,41,B2B
0_1407,2021-03-03 13:03:48.924967,s_1191,c_1609,m,1980,13.99,0,41,B2B
0_1046,2021-03-03 13:08:57.051299,s_1191,c_1609,m,1980,10.06,0,41,B2B
0_1227,2021-03-03 13:34:10.761018,s_1191,c_1609,m,1980,4.99,0,41,B2B
0_1112,2021-03-03 13:53:04.054682,s_1205,c_1609,m,1980,7.27,0,41,B2B
0_1132,2021-03-03 14:09:28.739946,s_1208,c_1609,m,1980,11.33,0,41,B2B
0_1224,2021-03-03 14:12:42.550673,s_1210,c_1609,m,1980,14.56,0,41,B2B
0_2128,2021-03-03 14:36:48.887300,s_1210,c_1609,m,1980,3.64,0,41,B2B
0_1561,2021-03-03 14:45:44.976443,s_1208,c_1609,m,1980,5.99,0,41,B2B
1_614,2021-03-03 14:50:34.183709,s_1221,c_1609,m,1980,10.73,1,41,B2B
0_1250,2021-03-03 14:56:49.568655,s_1221,c_1609,m,1980,5.17,0,41,B2B
2_167,2021-03-03 15:20:43.348930,s_1227,c_4958,m,1999,236.99,2,22,B2B
1_274,2021-03-03 15:26:07.234852,s_1221,c_1609,m,1980,24.4,1,41,B2B
1_339,2021-03-03 15:28:49.754840,s_1231,c_4958,m,1999,22.99,1,22,B2B
0_2191,2021-03-03 15:42:14.050120,s_1236,c_1609,m,1980,6.99,0,41,B2B
0_1438,2021-03-03 15:50:45.793113,s_1236,c_1609,m,1980,9.31,0,41,B2B
0_1561,2021-03-03 16:36:11.814939,s_1255,c_6714,f,1968,5.99,0,53,B2B
1_498,2021-03-03 16:48:28.800962,s_1255,c_6714,f,1968,23.37,1,53,B2B
1_498,2021-03-03 16:56:02.135002,s_1255,c_6714,f,1968,23.37,1,53,B2B
1_598,2021-03-03 20:30:00.039783,s_1321,c_3454,m,1969,14.05,1,52,B2B
1_647,2021-03-03 23:03:30.496365,s_1367,c_1609,m,1980,29.99,1,41,B2B
1_431,2021-03-03 23:14:04.095450,s_1370,c_3454,m,1969,27.99,1,52,B2B
0_1467,2021-03-03 23:17:32.520614,s_1367,c_1609,m,1980,4.99,0,41,B2B
0_426,2021-03-03 23:28:54.719609,s_1367,c_1609,m,1980,9.02,0,41,B2B
0_1422,2021-03-03 23:33:25.793716,s_1367,c_1609,m,1980,11.41,0,41,B2B
2_127,2021-03-04 00:26:49.009738,s_1390,c_4958,m,1999,68.99,2,22,B2B
2_113,2021-03-04 00:59:46.559823,s_1390,c_4958,m,1999,56.99,2,22,B2B
1_538,2021-03-04 01:53:50.932693,s_1417,c_1609,m,1980,27.03,1,41,B2B
1_453,2021-03-04 02:07:05.383611,s_1420,c_3454,m,1969,13.99,1,52,B2B
2_112,2021-03-04 02:09:35.651967,s_1420,c_3454,m,1969,67.57,2,52,B2B
1_210,2021-03-04 02:13:17.891195,s_1420,c_3454,m,1969,28.65,1,52,B2B
1_625,2021-03-04 02:33:56.445755,s_1417,c_1609,m,1980,22.99,1,41,B2B
1_288,2021-03-04 04:21:40.516289,s_1468,c_1609,m,1980,22.09,1,41,B2B
0_688,2021-03-04 04:27:13.585054,s_1468,c_1609,m,1980,17.65,0,41,B2B
0_1684,2021-03-04 04:37:41.709487,s_1468,c_1609,m,1980,17.81,0,41,B2B
0_1474,2021-03-04 04:39:21.409341,s_1468,c_1609,m,1980,9.88,0,41,B2B
1_370,2021-03-04 04:41:53.236710,s_1474,c_4958,m,1999,13.11,1,22,B2B
0_1438,2021-03-04 04:45:58.090861,s_1468,c_1609,m,1980,9.31,0,41,B2B
2_43,2021-03-04 05:16:29.332753,s_1484,c_4958,m,1999,69.99,2,22,B2B
2_109,2021-03-04 05:23:58.615211,s_1486,c_4958,m,1999,53.99,2,22,B2B
2_1,2021-03-04 05:28:33.789594,s_1486,c_4958,m,1999,56.99,2,22,B2B
1_264,2021-03-04 05:38:09.381706,s_1486,c_4958,m,1999,16.07,1,22,B2B
1_170,2021-03-04 06:18:15.907462,s_1497,c_1609,m,1980,14.22,1,41,B2B
0_1521,2021-03-04 06:48:40.831105,s_1506,c_1609,m,1980,17.99,0,41,B2B
0_1366,2021-03-04 07:14:01.400252,s_1514,c_1609,m,1980,16.65,0,41,B2B
0_1259,2021-03-04 07:26:01.343183,s_1519,c_1609,m,1980,11.99,0,41,B2B
0_1440,2021-03-04 07:29:16.641052,s_1506,c_1609,m,1980,5.62,0,41,B2B
0_1522,2021-03-04 07:59:45.163881,s_1514,c_1609,m,1980,5.16,0,41,B2B
2_38,2021-03-04 08:21:21.142620,s_1532,c_4958,m,1999,93.48,2,22,B2B
2_32,2021-03-04 08:37:22.615977,s_1532,c_4958,m,1999,55.79,2,22,B2B
0_1127,2021-03-04 08:53:21.453749,s_1541,c_1609,m,1980,5.99,0,41,B2B
1_370,2021-03-04 09:02:16.084206,s_1544,c_3454,m,1969,13.11,1,52,B2B
0_1453,2021-03-04 09:06:36.866412,s_1541,c_1609,m,1980,7.99,0,41,B2B
0_2046,2021-03-04 09:07:42.056929,s_1545,c_1609,m,1980,32.34,0,41,B2B
1_374,2021-03-04 09:10:53.144452,s_1547,c_3454,m,1969,10.71,1,52,B2B
1_348,2021-03-04 09:28:04.088182,s_1544,c_3454,m,1969,16.15,1,52,B2B
0_1939,2021-03-04 09:28:44.238252,s_1550,c_1609,m,1980,17.99,0,41,B2B
1_470,2021-03-04 09:41:40.700704,s_1550,c_1609,m,1980,5.41,1,41,B2B
1_279,2021-03-04 09:57:55.714438,s_1556,c_1609,m,1980,27.99,1,41,B2B
0_751,2021-03-04 10:36:49.488224,s_1575,c_3454,m,1969,6.99,0,52,B2B
1_616,2021-03-04 10:39:14.557035,s_1575,c_3454,m,1969,29.02,1,52,B2B
0_1230,2021-03-04 10:41:37.780009,s_1579,c_3454,m,1969,12.83,0,52,B2B
0_1047,2021-03-04 11:45:23.831480,s_1602,c_3454,m,1969,6.99,0,52,B2B
1_639,2021-03-04 12:39:19.346789,s_1618,c_1609,m,1980,10.99,1,41,B2B
0_1472,2021-03-04 12:42:52.533031,s_1618,c_1609,m,1980,12.49,0,41,B2B
0_563,2021-03-04 12:47:26.892913,s_1618,c_1609,m,1980,17.99,0,41,B2B
1_661,2021-03-04 12:53:49.708195,s_1618,c_1609,m,1980,22.99,1,41,B2B
1_277,2021-03-04 13:19:30.214283,s_1626,c_1609,m,1980,25.99,1,41,B2B
0_1307,2021-03-04 13:21:39.171304,s_1626,c_1609,m,1980,18.99,0,41,B2B
2_58,2021-03-04 13:42:37.725075,s_1631,c_4958,m,1999,96.69,2,22,B2B
1_396,2021-03-04 13:46:02.945472,s_1633,c_1609,m,1980,18.6,1,41,B2B
0_695,2021-03-04 13:53:28.027474,s_1633,c_1609,m,1980,25.99,0,41,B2B
1_260,2021-03-04 13:56:42.929971,s_1635,c_1609,m,1980,17.63,1,41,B2B
0_1255,2021-03-04 14:01:22.130649,s_1635,c_1609,m,1980,10.99,0,41,B2B
1_457,2021-03-04 14:35:10.321183,s_1635,c_1609,m,1980,22.99,1,41,B2B
0_1636,2021-03-04 14:40:36.430377,s_1646,c_1609,m,1980,9.45,0,41,B2B
2_209,2021-03-04 14:44:31.019013,s_1631,c_4958,m,1999,69.99,2,22,B2B
0_1118,2021-03-04 15:24:33.388196,s_1646,c_1609,m,1980,3.64,0,41,B2B
0_1419,2021-03-04 15:28:18.018383,s_1646,c_1609,m,1980,8.99,0,41,B2B
1_259,2021-03-04 16:00:59.538436,s_1673,c_6714,f,1968,10.99,1,53,B2B
1_348,2021-03-04 16:24:31.664370,s_1673,c_6714,f,1968,16.15,1,53,B2B
0_1824,2021-03-04 16:30:08.450325,s_1680,c_1609,m,1980,10.34,0,41,B2B
0_1388,2021-03-04 16:40:54.025104,s_1685,c_1609,m,1980,17.15,0,41,B2B
0_1110,2021-03-04 16:59:57.776642,s_1685,c_1609,m,1980,4.71,0,41,B2B
0_1376,2021-03-04 17:00:38.127280,s_1680,c_1609,m,1980,16.24,0,41,B2B
1_287,2021-03-04 17:20:19.775448,s_1697,c_3454,m,1969,29.99,1,52,B2B
0_1034,2021-03-04 17:43:33.887999,s_1706,c_1609,m,1980,14.38,0,41,B2B
0_1567,2021-03-04 17:46:16.308517,s_1706,c_1609,m,1980,16.99,0,41,B2B
0_1358,2021-03-04 17:46:37.685933,s_1706,c_1609,m,1980,16.49,0,41,B2B
1_274,2021-03-04 17:48:48.683637,s_1706,c_1609,m,1980,24.4,1,41,B2B
0_1638,2021-03-04 17:59:58.752775,s_1706,c_1609,m,1980,5.46,0,41,B2B
0_168,2021-03-04 21:53:44.773700,s_1789,c_3454,m,1969,9.28,0,52,B2B
1_293,2021-03-04 22:06:34.562875,s_1789,c_3454,m,1969,22.99,1,52,B2B
0_1489,2021-03-04 22:52:16.529646,s_1809,c_1609,m,1980,10.99,0,41,B2B
0_1046,2021-03-04 23:01:34.688383,s_1809,c_1609,m,1980,10.06,0,41,B2B
0_2264,2021-03-04 23:07:01.477743,s_1809,c_1609,m,1980,9.93,0,41,B2B
1_406,2021-03-05 00:00:45.922585,s_1829,c_3454,m,1969,24.81,1,52,B2B
1_403,2021-03-05 00:02:04.061849,s_1829,c_3454,m,1969,17.99,1,52,B2B
1_446,2021-03-05 00:26:49.979379,s_1844,c_1609,m,1980,23.92,1,41,B2B
0_791,2021-03-05 00:31:30.689482,s_1847,c_6714,f,1968,14.99,0,53,B2B
0_1487,2021-03-05 00:42:08.684310,s_1844,c_1609,m,1980,4.99,0,41,B2B
0_1766,2021-03-05 01:26:07.014948,s_1864,c_1609,m,1980,4.55,0,41,B2B
0_2221,2021-03-05 01:49:21.019940,s_1864,c_1609,m,1980,4.99,0,41,B2B
0_1565,2021-03-05 03:06:00.704231,s_1901,c_3454,m,1969,7.99,0,52,B2B
1_585,2021-03-05 03:37:14.978354,s_1911,c_1609,m,1980,19.99,1,41,B2B
0_1392,2021-03-05 03:47:08.693755,s_1917,c_1609,m,1980,6.3,0,41,B2B
0_1590,2021-03-05 04:03:24.013151,s_1917,c_1609,m,1980,18.93,0,41,B2B
0_1382,2021-03-05 04:06:22.070735,s_1917,c_1609,m,1980,15.62,0,41,B2B
1_597,2021-03-05 04:10:02.950155,s_1917,c_1609,m,1980,29.99,1,41,B2B
1_406,2021-03-05 04:20:47.047083,s_1932,c_1609,m,1980,24.81,1,41,B2B
0_598,2021-03-05 04:46:22.577880,s_1940,c_3454,m,1969,17.67,0,52,B2B
1_388,2021-03-05 05:50:04.602159,s_1959,c_1609,m,1980,16.7,1,41,B2B
2_112,2021-03-05 06:00:43.010246,s_1961,c_4958,m,1999,67.57,2,22,B2B
1_333,2021-03-05 06:05:06.446530,s_1963,c_1609,m,1980,15.99,1,41,B2B
1_378,2021-03-05 06:27:52.688004,s_1963,c_1609,m,1980,26.61,1,41,B2B
0_1356,2021-03-05 08:31:25.528699,s_2013,c_1609,m,1980,5.57,0,41,B2B
0_1559,2021-03-05 08:58:39.198282,s_2013,c_1609,m,1980,9.99,0,41,B2B
0_1385,2021-03-05 09:46:17.772346,s_2039,c_1609,m,1980,11.99,0,41,B2B
2_39,2021-03-05 09:52:01.099483,s_2041,c_4958,m,1999,57.99,2,22,B2B
1_379,2021-03-05 09:53:35.086594,s_2042,c_3454,m,1969,26.99,1,52,B2B
0_1518,2021-03-05 09:53:53.055605,s_2039,c_1609,m,1980,4.18,0,41,B2B
0_1476,2021-03-05 10:01:37.955924,s_2047,c_1609,m,1980,15.66,0,41,B2B
0_1513,2021-03-05 10:08:14.916295,s_2047,c_1609,m,1980,8.99,0,41,B2B
1_650,2021-03-05 10:18:02.194407,s_2041,c_4958,m,1999,44.15,1,22,B2B
0_1383,2021-03-05 11:08:50.988842,s_2065,c_1609,m,1980,12.99,0,41,B2B
0_1451,2021-03-05 11:16:47.390767,s_2065,c_1609,m,1980,19.99,0,41,B2B
